row,Product Id,"国家
Country",shop,product_name,image_url,"首图
First Image Show","最爆视频链接参考
Video link","一级行业
Primary Industry","一级类目
Level 1 Category","二级类目
Level 2 Category","三级类目
Level 3 Category","商品原价
Listed Price","秒杀指导价
Flash Sale Price","折扣率
Discount Rate",price,"颜色
Colors","尺码
Sizes",link,"供应商名称
Supplier Name",Number Requested,Number Ordered
S260614020215,1.73747E+18,SA,Sleek Chic Habitat,??????? ?????? ?????? ???? ?????? ????? ?????? LED? ???? ???? ?????? ? ?? ? ?????? ??????? ???? ?? ?????? ???? ???? ?????? ????? ??????? ?????????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/17371cd8c75e4ff39c2d3abf464b305f~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大标品,"汽车和摩托车相关
Automotive & Motorcycle","汽车内饰配件
Car Interior Accessories","饰品
Decoration",?.?49,,,?.?12.25,"???? ???,????",1 ????,https://shop.tiktok.com/view/product/1737471079682835804?region=SA&source=seller_center,义乌市苡夜电子商务商行（个体工商户）,0,0
S230712007128,1.72967E+18,SA,Queenral,???? ??? ??? ????? ?????? ?????? ????? ?????? ???? ??? ???? ???? ????? ?????? ???????,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/9dd08575c2bc4c37982fddb7cddf546c~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,https://www.tiktok.com/@/video/7673785667129707783,大家居,"运动与户外
Sports & Outdoor","运动与户外配件
Sports & Outdoor Accessories","运动护具
Protective Gear",?.?79 - ?.?235,,,?.?30.02-?.?89.3,"Signal black,???? ??????,????? ????,??? ????,???? * 1 pc + ?????? * 1 pc + ????? * 1 pc","XS 40-48 ???,S 48-56 ???,M 56-64 ???,L 64-72 ???,XL 72-80 ???,XXL 80-88 ???,3XL88-95 ???,XXXL 88-95 ???",https://shop.tiktok.com/view/product/1729672894220372733?region=SA&source=seller_center,义乌市升音电子商务商行,0,0
S231023001533,1.72977E+18,SA,KUERBODY,???? ????? ?????? ??? ?????? ???? ?????? ?????? ??????? ?????? ????????? ?????? ?????? ????? ???????? ??????,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/356f1b84dd234a8f9dac8bcc4b4b776b~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"运动与户外
Sports & Outdoor","水上运动设备
Water Sports","潜水用品
Diving",?.?45,,,?.?14.4,????? ????,???? ????,https://shop.tiktok.com/view/product/1729768898212759847?region=SA&source=seller_center,义乌市亿善科技有限公司,0,0
S231112001406,1.72982E+18,SA,Sam's small shop,????? ????? ??????? ?????? ???? ??????? ?? ??? PU? ????? ????? ??????? ????? ??????? ????? ???????? ??????? ???????? ???? ?????,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/e025642592fc429ebb2cd3fc60ecaaa6~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"家居用品
Home Supplies","家居收纳用品
Home Organizers","收纳盒
Storage Boxes & Bins",?.?55 - ?.?59,,,?.?19.25-?.?20.65,"????,??????,????,???? ??????",???? ????,https://shop.tiktok.com/view/product/1729816655377762361?region=SA&source=seller_center,厦门志惠泽塑业有限公司,0,0
S240105004991,1.72997E+18,SA,LediL,???? ????? ?? ?????? ????? ???????? ????? ????? ????? ?? ????? ?? ???? ????? ?????? ???????? ???? ????? ???? ??????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/6c25de9bbe7746e2b52b3d8f716759c6~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"家纺布艺
Textiles & Soft Furnishings","床上用品
Bedding and Linens","床上配件
Bedding Accessories",?.?65 - ?.?75,,,?.?16.9-?.?19.5,"????,?????,????","8 ????,6 ????",https://shop.tiktok.com/view/product/1729967721150253588?region=SA&source=seller_center,广州乐迪游乐设备有限公司,3,0
S240527000152,1.7304E+18,SA,HS house,???? ???????? ????????? 1 ?????? ???? ????? ???????? ????????? ???? ????? ???????? ???????? ????????? ????? ????? ????? ????? ???????? ??????? ?????? ???????,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/f794984d79c24dd4bf138013b0c820cf~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"运动与户外
Sports & Outdoor","健身设备
Fitness","引体向上杆与俯卧撑架
Pull-Up Bars",?.?245,,,?.?95.55,????,??? ????,https://shop.tiktok.com/view/product/1730397522486921740?region=SA&source=seller_center,海口龙华区嗳魏百货商行,1,0
S240602002130,1.73042E+18,SA,"KamPeng Co, Ltd",??? ???? ????? ?? ??? ?????? ????? ??? ????? ??? ???????? ???????? ?????? ????? ?????? ????? ??????? ????? ??????? ???????? ????????,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/da2466a24a1d4475ac3e76e9cb238448~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,"https://www.tiktok.com/@/video/7669423331040595208
https://www.tiktok.com/@/video/7433479003089964306
https://www.tiktok.com/@/video/7681910129347874068",大家居,"运动与户外
Sports & Outdoor","健身设备
Fitness","核心训练
Ab Training",?.?289,,,?.?150.28,????,1 ???,https://shop.tiktok.com/view/product/1730422214216026118?region=SA&source=seller_center,山东锦之鹏餐饮管理有限公司,0,0
S250422006354,1.73129E+18,SA,Qimu shopping mall,??? ???? ????? ???? ?????? ???? ???? ?????? ??????????? ???????? ?????? ???????? ????????? ??? ??????? ???????? ??????? ??????? - 1 ????,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/2338df58f3a743ed876f6c2e83f67cb8~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"宠物用品
Pet Supplies","鸟用品
Bird Supplies","鸟清洁用品
Grooming Supplies",?.?95,,,?.?25.65,???? ????,??? 1,https://shop.tiktok.com/view/product/1731292116920797042?region=SA&source=seller_center,广州柒沐科技有限公司,0,0
S250703012381,1.73187E+18,SA,VitalTrails,7 ????? ?? ????? ?????? ??????? ??????? ????? ?? ?????? ??? ????????? ??????? ?????? ?? ???? ?????? ?????? ??????? ??????? ?????? ??????? ????????,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/22057428b19e4136bb05b8c777abb0f0~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"运动与户外
Sports & Outdoor","运动与户外配件
Sports & Outdoor Accessories","比赛用具
Trophies, Medals & Awards",?.?109,,,?.?27.25,"7 ????? ?? ??????.,7 ?????,7 ????? ?????,3 ???? 2 ???? 2 ?????",???? ???? ????? ??????,https://shop.tiktok.com/view/product/1731868941294339424?region=SA&source=seller_center,深圳市月栖户外用品有限公司,0,0
S241025002433,1.73208E+18,SA,Beautiful Bedding,?????? ????? ???? ???? ??? ???????? 1/2 ???? ?? ???????? ??????? ???????? ?????? ????? ????? ??????? ?????? ?????? ??????? ?????? ??????? ???????? ?????? ????????,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/4379793c3fe5457397ef74c8ac124294~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"家纺布艺
Textiles & Soft Furnishings","床上用品
Bedding and Linens","毯子
Blankets & Throws",?.?125 - ?.?299,,,?.?38.75-?.?92.69,"???? ????,???? ???,????? ?????,???? ?????,Bean paste pink,????? ????","??? 1 39.4 ???? * 59.1 ???? (100 ?? * 150 ??),??? 1 59.1 ???? * 78.7 ???? (150 ?? * 200 ??),??? 1 70.9 ???? * 78.7 ???? (180 ?? * 200 ??),??? 1 80 ???? * 90 ???? (203 ?? * 229 ??)",https://shop.tiktok.com/view/product/1732078693013162552?region=SA&source=seller_center,淮北市相山区子屹家纺网店,1,0
S250228005379,1.73209E+18,SA,Mini 1696,???? ????? ??????? ???? ?????? ?????? ??? ???? ?? ???? ????? ????? ????????? ????? ????? ??????? ?????? ?????? ??????? ???? ???????,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/6d0b229f70014faea4a4d0f410fb5db4~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"运动与户外
Sports & Outdoor","健身设备
Fitness","核心训练
Ab Training",?.?79,,,?.?30.02,????,??? ????,https://shop.tiktok.com/view/product/1732087211792107791?region=SA&source=seller_center,佛山市南海区淡布聪贸易商行（个体工商户）,2,0
S240814002582,1.73217E+18,SA,YUORY Outdoor Sports,"1.8m ??????? ????? ??? & ???? ????? & ????????? ????? ??????, ???????? ????? ????? ????? ??????, ????????? ????? ????? ?? ?????? ?????",https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/e9bfb37623cf4982965fc60e611276eb~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"运动与户外
Sports & Outdoor","休闲和户外娱乐器材
Leisure & Outdoor Recreation Equipment","渔具
Fishing",?.?129 - ?.?139,,,?.?50.31-?.?54.21,?????,"???? ???? ????? ???? 1.8 ???,???? ????? ???? ???? 1.8 ???",https://shop.tiktok.com/view/product/1732171979374168990?region=SA&source=seller_center,义乌市泽鸿渔具有限公司,0,0
S250910031514,1.73745E+18,SA,Cute Soure Smile,?????? ??????? ????????? ??????? ??????? ? ????? ??????? ???? ????? ???? ????? ???????? ? ?? ?????? ????? ????? ???? ????? ???? ? ????? ?????? ????????? ??????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/d5c5aa1f829f4bd5b55990f9777ddfb8~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"宠物用品
Pet Supplies","猫狗服饰
Dog & Cat Clothing","棉衣
Coats",?.?119 - ?.?185,,,?.?35.7-?.?55.5,"???? ????????,???? ?????","XL,L,xxxl,xxl,M,S",https://shop.tiktok.com/view/product/1737450029255722150?region=SA&source=seller_center,泉州泉楠鑫信息技术有限公司,0,0
S260305020203,1.73747E+18,SA,YH Decor.Bedroom,??? ????? ???? ?????? ???? ?????? ???? ???? ?? ?????????? ???? ???? ???????? ???? ????? ???????? ????? ???? ????? ??? ????? ?? ?????? ?? ???? ???,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/6da8201a87a24357b8c0b301e4f7fe95~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"家纺布艺
Textiles & Soft Furnishings","床上用品
Bedding and Linens","被套
Duvet Covers & Sets",?.?269 - ?.?415,,,?.?153.33-?.?236.55,"???? ????,???? ????,???? ???? ????","EU-Single：1 ???? ???? + 1 ??? ?????,???? ???? ??????: 1 ???? ???? + 2 ????? ?????,EU-King: 1 ???? ???? + 2 ????? ?????,EU-Super King: 1 ???? ???? + 2 ????? ?????,US-Full: 1 ???? ???? + 2 ????? ?????,EU-Double: 1 ???? ???? + 2 ????? ?????,???? ???? ??????: ? ???? ???? + ? ????? ?????,???? ???? ??????: 1 ???? ???? + 1 ??? ?????",https://shop.tiktok.com/view/product/1737470726493472204?region=SA&source=seller_center,"YH Decor CO., LIMITED",4,0
S260528001766,1.73747E+18,SA,Chic Pic Palette,???? ???? ???????? ?????? ??????? ????? ???????? ??????? ????????? ???? ????????? ?????? ?????? ??????? ?????? ?????? ??????????? ????? ??? ?? ???? ?? ??? ????? ?????? ??????? ???? A5 (???? × ???? ????). ???? ???? ??????.,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/cac0d010decd4a1fbc3c797e4a06ade0~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"电脑和办公设备
Computers & Office Equipment","办公文具用品
Office Stationery & Supplies","美术用品
Art Supplies",?.?119,,,?.?53.55,A5,???? ?????,https://shop.tiktok.com/view/product/1737470980845569329?region=SA&source=seller_center,长沙伊始巨创电子商贸有限公司,0,0
S251217163245,1.73747E+18,SA,Chinese yarn,???? ???? ??????? ??? ???? ???? ????? ???? ?? ????????? ????????? ???? ?????? ????? ???????? ??????? ????? ??????? ??????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/d150fedabc374ee4928a0bb76d91ef7e~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"家纺布艺
Textiles & Soft Furnishings","面料和缝纫用品
Fabrics & Sewing Supplies","缝纫工具套装
Sewing Tool Kits",?.?119,,,?.?107.1,"14 ???? ????,08 ?????? ????,52 ???????-????,23 ???? ????,18 ???? ????,37 ???? ?????????,03 ????,16 ?????? ?????,10 ???? ????,31 ???? ?????,?? ??????? ????,42 ???? ????,06 ????,???? 15K,09 ????? ????,26 ??????? ?????????,19 ?????? ????,????? ??,04 ???? ????,17 ????,??? ???? ????? (?? ????),33 ???? ?????,01 ????,21 ????? ?????? ??????,49 ???? ??? ????,07 ????",1 ???? = 200 ???? = 7.05 ?????,https://shop.tiktok.com/view/product/1737470981465933679?region=SA&source=seller_center,蠡县弘廷商贸有限公司,0,0
S260521026072,1.73747E+18,SA,Cheap Chic Mats,?????? ??? ?? ???????? ???? ????? "???? ???????"? ????? ??? ???? ???????? ?????? ??????? ?? ???? ?????? ????? ????? ?????? ????? ?????? ????? ????????? ????? ????? ?????? ?????? ?????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/d7d04593b4be4f279097bd5d1a07febc~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"家纺布艺
Textiles & Soft Furnishings","居家布艺
Household Textiles","地毯
Carpets & Rugs",?.?175 - ?.?189,,,?.?157.5-?.?170.1,????? ???? ?????,"????? 24 × 35 ????,????? 20 × 31 ????,???? 16 × 24 ????",https://shop.tiktok.com/view/product/1737470981951358576?region=SA&source=seller_center,深圳市宝安区品诚鑫电子商务商行（个体工商户）,0,0
S251024037930,1.73747E+18,SA,Anben Trading,????? ?? ????? ????? ?? Languo ?????? 36/54/72/90/144? ?????? ????? ????? ??????? ???? ?????? ?????? ????? ???????? ??????? ?????? ?? ??????????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/006c2bb0b7a64c6a97262a9fb0b2a838~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"电脑和办公设备
Computers & Office Equipment","办公文具用品
Office Stationery & Supplies","美术用品
Art Supplies",?.?195 - ?.?1049,,,?.?132.6-?.?713.32,????? ???????,"90 ?????,72 ?????,54 ?????,?? ?????,??? ?????",https://shop.tiktok.com/view/product/1737470982616548772?region=SA&source=seller_center,义乌市卓彩商贸有限公司,1,0
S250721005828,1.73747E+18,SA,ColorUniverse,36/54/72 / 90 ??????? ????????? ?????? ???? ????? ? ???? ????? 0.7 ??????? ????? ? ???? ????? ????? ????? ??? ????? ? ???? ?????? ? ? ?????? ? ????? ? ?? ? ??????? ? ????? ? ????? ??????? ? ???? ????????? ???? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/75b713663e2d42b5badd9e213444c1a8~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"电脑和办公设备
Computers & Office Equipment","办公文具用品
Office Stationery & Supplies","美术用品
Art Supplies",?.?205 - ?.?529,,,?.?118.9-?.?306.82,?????,"72 ?????,90 ?????,?? ?????,54 ?????",https://shop.tiktok.com/view/product/1737470985081817072?region=SA&source=seller_center,东莞市麦朵朵电子商务有限公司,0,0
S260323041811,1.73747E+18,SA,Weishun Technology,???? ??? ????? ?? ????? ?????? ???? ??? ????? ?????? ?????? ???? ??? ????? ???? ????? ???? ???? ?????? ???? ????? ?? ???? ???????? ????? ?????? ??? 204 ???? ????? ????? ???????? ?????? ?????? ??????? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/f0faec36b7804b868d53110377c01b97~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"运动与户外
Sports & Outdoor","灯具和灯笼
Camping & Hiking","露营家具
Camping Furniture",?.?239,,,?.?93.21,"????,???????,????,????",???? ?????,https://shop.tiktok.com/view/product/1737471004218329041?region=SA&source=seller_center,深圳市纬顺科技有限公司,0,0
S260528001725,1.73747E+18,SA,Chic Pic Palette,???? ????? ?????? 3 ?? 1 ????? ???????? ????????? ?????? ????? ?????? ?????? ??????? ??????? ?????? ????????? ????? ??????? ????? ??? 30 ???? ?? ??? ???? ?????? ????? 5.85 × 8.27 ????? ???? ???? ???? ???? ???? ???? ?????? ??????? ????? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/6ae28aa006b44aa5ac48e35ac7dc8638~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"电脑和办公设备
Computers & Office Equipment","办公文具用品
Office Stationery & Supplies","美术用品
Art Supplies",?.?119,,,?.?53.55,A5,???? ?????,https://shop.tiktok.com/view/product/1737471027694306609?region=SA&source=seller_center,长沙伊始巨创电子商贸有限公司,0,0
S260121047487,1.73747E+18,SA,Curated,?????? ???? ?????? ???????? ?????? ?????? ??????? ??? ???????? ?? ?????? (???? ?????)? ????? ?????? ????????? ??????? ?????? ???????? ????????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/39a7f6c16dcf4167a637035e63af964c~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"运动与户外
Sports & Outdoor","休闲和户外娱乐器材
Leisure & Outdoor Recreation Equipment","瑜伽与普拉提用品
Yoga & Pilates",?.?95 - ?.?105,,,?.?35.15-?.?38.85,"???????,????,????",???? ??????,https://shop.tiktok.com/view/product/1737471027697059281?region=SA&source=seller_center,深圳市风渡川科技有限公司,1,0
S251012014432,1.73747E+18,SA,Lumooyu,???? ????? ????? ????? ?? 82 ????? ??? ????? ?????? ???? ????? ????? ?????? ????? ??? ??????? ?????? ??????? ????? ?? ???? ??????? ??? ???????? ???? ?????? ????? ?????? ?????? ????? ?????? ?? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/480476fe0ab04d9380808b172adb350e~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"电脑和办公设备
Computers & Office Equipment","办公文具用品
Office Stationery & Supplies","日历与配件
Calendars, Planners & Personal Organisers",?.?115,,,?.?42.55,"???? ??????,????,????,???? + ????",???? ????,https://shop.tiktok.com/view/product/1737471035125892839?region=SA&source=seller_center,河源市乐木羽贸易有限公司,0,0
S260316046291,1.73747E+18,SA,ALYICE,20 ???? ?? ????? ????? ???????? ?????? ?????? ??? ??????? ?????? ????? ????????? ?????? ??? ????? ???????? ?????? ?????? ????? ??????? ?????? ?????????? ????? ??? ?????? ?????? ?????? ???????? ???????? ?????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/daa39f26a0da4e97a35caa9dfa9eb78e~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"运动与户外
Sports & Outdoor","运动与户外配件
Sports & Outdoor Accessories","比赛用具
Trophies, Medals & Awards",?.?55 - ?.?95,,,?.?13.2-?.?22.8,?????,"????,????",https://shop.tiktok.com/view/product/1737471055079966674?region=SA&source=seller_center,深圳翼派科技有限公司,0,0
S260203039824,1.73747E+18,SA,My Shiny Home,????? ?????? ????? ?????? ?????? ?????? ????? ?????? ?????? ?????? ?????? ?????? ????? ?????? ????? ????? ?????? ????? ?????,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/46937e67385f4882a9f708f7c3d83a13~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"家居用品
Home Supplies","家居收纳用品
Home Organizers","收纳包
Storage Bags",?.?119,,,?.?35.7,"????,?????,????,??????,?????,??? ???????",???? ???? ????? ??????,https://shop.tiktok.com/view/product/1737471065785992324?region=SA&source=seller_center,深圳艾麦克科技有限公司,1,0
S260518033305,1.73747E+18,SA,Popbu Pop,?????? ????? ????? ?????? ?????? ?????? ????? ????? ???? ????? ?????? ??????? ?????? ??? ?????????? ?????? ????? ?????? ??? ??????? ?????? ????? ?????? ???????? ?? ?????? ?????? ?????? ?????? ??????? ?????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/95bb9077f45648f3a4a94c5ad230e3ec~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"运动与户外
Sports & Outdoor","水上运动设备
Water Sports","游泳用品
Swimming",?.?99 - ?.?185,,,?.?33.66-?.?62.9,"????,???? ?????,Silver,???? & ????,???? ????? & ???",????,https://shop.tiktok.com/view/product/1737471067710916587?region=SA&source=seller_center,深圳市海蜜科技有限公司,1,0
S251007028505,1.73747E+18,SA,FF house,????? ????????? ??????? ????? ?????? ????? ????? ????? ???? ???? ???? ???? ???? ????????? ???? ???? ????? ????? ????????? ???? ?????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/5c04335457e24e68a80d36dceb5eca3d~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"宠物用品
Pet Supplies","猫狗家具
Dog & Cat Furniture","猫狗门洞
Cat & Dog Flaps",?.?165,,,?.?148.5,????,???? ????,https://shop.tiktok.com/view/product/1737471069073737257?region=SA&source=seller_center,苍南县费费商贸商行,0,0
S260323065793,1.73747E+18,SA,OPQ fishing,?????? ????? ??? ??????? ????? ????? ????? ????? ??? 69/109/213 ????? ??? ?? ??? ???? ??????? ????????? ????? ????? ????? ????????? ?????? ???? ?????? ??????? ?????? ??? ?????? ??????? ??????? ???? ????? ???????? ????????.,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/8dba9cfa61f44f8783f6eff113990e10~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"运动与户外
Sports & Outdoor","休闲和户外娱乐器材
Leisure & Outdoor Recreation Equipment","渔具
Fishing",?.?69 - ?.?305,,,?.?16.56-?.?73.2,????? ???????,"??? ???? ??? ????? ?? 109 ????,??? ???? ??? ????? ?? 69 ????,??? ???? ??? ????? ?? 213 ????",https://shop.tiktok.com/view/product/1737471077363386034?region=SA&source=seller_center,中山市腾云设计策划有限公司,0,0
S260528022183,1.73747E+18,SA,Bobo Kitchen Supplies,??? ?? 20/50 ????? ?????????? ???? 16 ????? ?? ????? ???????? ????? ????? ????????? ??? ????? ?????? ???????? ????? ????????? ??????? ?????? ???????? ???????? ???? ??? ????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/fb1dd5b0cdae4756923127f7ba49b47f~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"厨具
Kitchenware","餐具与器皿
Cutlery & Tableware","餐具套装
Tableware Sets",?.?119 - ?.?309,,,?.?35.7-?.?92.7,?? ?????,"20 ??????,?? ??????",https://shop.tiktok.com/view/product/1737471078934152989?region=SA&source=seller_center,义乌市媞楹贸易有限公司,0,0
S260324016315,1.73747E+18,SA,Swift Wipe,???? ?? 12/24 ????? ?????? ???????? ????? 3 ?? 1: ????? ???????? ???????? ????? ???????? ?????? ????? ????? ???? ????????? ????? ????? ???? ?????? ????? ????? ????????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/38da6267a2ea4287bea1bc85a81e432f~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,大家居,"家居用品
Home Supplies","洗衣工具
Laundry Tools & Accessories","洗衣球
Laundry Balls & Discs",?.?129 - ?.?205,,,?.?116.1-?.?184.5,????? ???????? ?????? ???????,"24 ???? ??? ????,12 ???? ??? ????",https://shop.tiktok.com/view/product/1737471079399130483?region=SA&source=seller_center,佛山市三水区刘怀瑾服饰店,0,0
